"SALK_Line","germ","fitness","fitdev","treattype","fitmean","fitnogermmn","pot","treattype.badT","line","Pot2","tray","biomass","fruitnum","abortnum","silique","tray1","treat1","pot3","height","leaf","rosediam","surv","fitnogerm","fitdevng","fitdev.all","fitdevng.all","percent","Gene","tagnum","abortn","alive.at.harvest","treat","area.ratio","FamilySize","GeneFamilyName","SFamilySize","ratiocat","Regulatory"
"SALK_056385C",8,0.5714,-38.8240545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1049,3,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,3.9998,-35.3956545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1045,13,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,4.5712,-34.8242545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1048,48,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,9.1424,-30.2530545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1044,23,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,9.1424,-30.2530545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1050,7,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,15.9992,-23.3962545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1046,20,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_056385C",8,31.9984,-7.39705454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G46495",1047,37,1,"treat",4.9493009358,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_057747C",9,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT5G02030",315,NA,0,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT5G02030",316,NA,0,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT5G02030",313,NA,0,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,27.8188,-11.5766545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G02030",309,11,1,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,65.456,26.0605454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G02030",312,73,1,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,67.9106,28.5151454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G02030",311,37,1,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_057747C",9,85.0928,45.6973454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G02030",314,183,1,"treat",0.7079253845,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_058604C",11,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",495,7,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,7.0713,-32.3241545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",504,15,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,7.857,-31.5384545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",502,8,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,12.5712,-26.8242545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",499,6,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,21.9996,-17.3958545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",500,114,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,40.8564,1.46094545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",505,46,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,42.4278,3.03234545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",501,24,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,56.5704,17.1749454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",503,48,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,65.9988,26.6033454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",497,79,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,69.1416,29.7461454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",496,34,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058604C",11,78.57,39.1745454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G08320",498,52,1,"treat",1.1835198701,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"0.5 -> 1.5","yes"
"SALK_058993C",10,6.4287,-32.9667545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1186,3,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,7.8573,-31.5381545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1182,4,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,9.2859,-30.1095545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1180,5,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,22.1433,-17.2521545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1187,23,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,27.1434,-12.2520545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1181,26,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,27.8577,-11.5377545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1185,47,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,33.5721,-5.82335454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1188,33,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,47.1438,7.74834545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1183,44,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_058993C",10,48.5724,9.17694545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G10000",1184,49,1,"treat",4.8529698416,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_059835C",0,0,-105.3,"control",105.3,105.3,129,"CONTROL","059835",129,".",NA,0,".",".",7,"control",129,NA,NA,NA,1,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",0,0,-105.3,"control",105.3,105.3,29,"CONTROL","059835",29,"2",NA,0,".",".",2,"control",29,NA,NA,NA,1,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",0,0,-12.5,"highwater",12.5,12.5,215,"FERTILIZER","059835",215,".",NA,0,".",".",11,"high H2O",215,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-105.3,"control",105.3,105.3,51,"CONTROL","059835",51,"3",NA,0,".",".",3,"control",51,NA,NA,NA,0,0,-105.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,361,"HI WATER","059835",361,".",NA,0,".",".",19,"high nutrients",361,NA,NA,NA,0,0,-76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,385,"HI WATER","059835",385,".",NA,0,".",".",20,"high nutrients",385,NA,NA,NA,0,0,-76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,167,"FERTILIZER","059835",167,".",NA,0,".",".",9,"high H2O",167,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,246,"FERTILIZER","059835",246,"13",0,0,"5","0 n/a",13,"high H2O",246,20,12,3.14,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,182,"FERTILIZER","059835",182,".",NA,0,".",".",10,"high H2O",182,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,243,"FERTILIZER","059835",243,".",NA,0,".",".",13,"high H2O",243,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,204,"FERTILIZER","059835",204,".",NA,0,".",".",11,"high H2O",204,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,0,-12.5,"highwater",12.5,12.5,247,"FERTILIZER","059835",247,"13",0.01,0,"49","0 n/a",13,"high H2O",247,67,23,5.58,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,1,-11.5,"highwater",12.5,12.5,184,"FERTILIZER","059835",184,"10",0.01,1,"19","5.1",10,"high H2O",184,132,6,2.45,1,1,-11.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,7,-5.5,"highwater",12.5,12.5,277,"FERTILIZER","059835",277,"14",0.01,7,"4","11.2",14,"high H2O",277,103,4,3,1,7,-5.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,28,15.5,"highwater",12.5,12.5,164,"FERTILIZER","059835",164,"9",0.02,28,"12","9.7",9,"high H2O",164,254,9,4.28,1,28,15.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,54,-51.3,"control",105.3,105.3,105,"CONTROL","059835",105,"6",0.1,54,"52","8.5",6,"control",105,167,28,2.71,1,54,-51.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,54,-51.3,"control",105.3,105.3,45,"CONTROL","059835",45,"3",0.07,54,"38","10.5",3,"control",45,263,44,7.25,1,54,-51.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,93,-12.3,"control",105.3,105.3,117,"CONTROL","059835",117,"6",0.11,93,"23","13",6,"control",117,249,33,6.75,1,93,-12.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,100,57.7777777777778,"nutrient",42.2222222222222,76,318,"HI WATER","059835",318,"16",0.17,100,"17","9",16,"high nutrients",318,316,36,8.17,1,100,24,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,102,-3.3,"control",105.3,105.3,106,"CONTROL","059835",106,"6",0.1,102,"13","9",6,"control",106,368,8,8.3,1,102,-3.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,133,27.7,"control",105.3,105.3,103,"CONTROL","059835",103,"6",0.14,133,"7","9.5",6,"control",103,371,21,7.44,1,133,27.7,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,134,91.7777777777778,"nutrient",42.2222222222222,76,333,"HI WATER","059835",333,"17",0.48,134,"75","4.5",17,"high nutrients",333,297,116,12.96,1,134,58,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,166,123.777777777778,"nutrient",42.2222222222222,76,389,"HI WATER","059835",389,"20",0.24,166,"15","9.5",20,"high nutrients",389,284,61,7.73,1,166,90,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,167,124.777777777778,"nutrient",42.2222222222222,76,297,"HI WATER","059835",297,"15",0.31,167,"86","13.3",15,"high nutrients",297,375,33,10.22,1,167,91,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,172,66.7,"control",105.3,105.3,76,"CONTROL","059835",76,"4",0.3,172,"25","5.7",4,"control",76,449,35,12.49,1,172,66.7,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,172,129.777777777778,"nutrient",42.2222222222222,76,281,"HI WATER","059835",281,"15",0.24,172,"28","5.1",15,"high nutrients",281,223,44,11.56,1,172,96,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,216,110.7,"control",105.3,105.3,75,"CONTROL","059835",75,"4",0.38,216,"39","6.3",4,"control",75,370,62,13.37,1,216,110.7,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,314,271.777777777778,"nutrient",42.2222222222222,76,353,"HI WATER","059835",353,"18",0.55,314,"59","12.2",18,"high nutrients",353,386,81,11.69,1,314,238,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,327,284.777777777778,"nutrient",42.2222222222222,76,363,"HI WATER","059835",363,"19",0.51,327,"92","11",19,"high nutrients",363,428,96,13.8,1,327,251,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",1,358,315.777777777778,"nutrient",42.2222222222222,76,326,"HI WATER","059835",326,"17",0.99,358,"20","13.5",17,"high nutrients",326,320,83,14.54,1,358,282,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_059835C",12,28,-11.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",146,25,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,49,9.60454545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",142,55,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,67,27.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",144,46,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,70,30.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",139,37,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,75,35.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",143,46,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,102,62.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",145,118,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,105,65.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",150,112,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,111,71.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",141,50,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,113,73.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",149,95,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,114,74.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",140,47,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_059835C",12,116,76.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G17460",148,82,1,"treat",4.0861718512,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_061729C",4,1.5385,-37.8569545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G31140",1372,27,1,"treat",3.3009265339,62,"MADS-box Transcription Factor Family",62,"1.5 -> Inf","yes"
"SALK_061729C",4,3.3847,-36.0107545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G31140",1374,13,1,"treat",3.3009265339,62,"MADS-box Transcription Factor Family",62,"1.5 -> Inf","yes"
"SALK_061729C",4,5.8463,-33.5491545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G31140",1375,13,1,"treat",3.3009265339,62,"MADS-box Transcription Factor Family",62,"1.5 -> Inf","yes"
"SALK_061729C",4,6.7694,-32.6260545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G31140",1373,15,1,"treat",3.3009265339,62,"MADS-box Transcription Factor Family",62,"1.5 -> Inf","yes"
"SALK_062171C",2,1.0003,-38.3951545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G61150",1107,54,1,"treat",7.3858125206,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_062171C",2,2.1435,-37.2519545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G61150",1105,63,1,"treat",7.3858125206,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_062171C",2,7.145,-32.2504545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G61150",1106,36,1,"treat",7.3858125206,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_063722C",0,0,-105.3,"control",105.3,105.3,31,"CONTROL","063722",31,"2",NA,0,".",".",2,"control",31,NA,NA,NA,1,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",0,0,-105.3,"control",105.3,105.3,70,"CONTROL","063722",70,"4",NA,0,".",".",4,"control",70,NA,NA,NA,1,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",0,0,-12.5,"highwater",12.5,12.5,202,"FERTILIZER","063722",202,".",NA,0,".",".",11,"high H2O",202,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-105.3,"control",105.3,105.3,58,"CONTROL","063722",58,"3",NA,0,".",".",3,"control",58,NA,NA,NA,0,0,-105.3,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,307,"HI WATER","063722",307,".",NA,0,".",".",16,"high nutrients",307,NA,NA,NA,0,0,-76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,314,"HI WATER","063722",314,".",NA,0,".",".",16,"high nutrients",314,NA,NA,NA,0,0,-76,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-12.5,"highwater",12.5,12.5,221,"FERTILIZER","063722",221,"12",0.01,0,"7","0 n/a",12,"high H2O",221,53,0,0.77,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-12.5,"highwater",12.5,12.5,183,"FERTILIZER","063722",183,"10",0,0,"22","0 n/a",10,"high H2O",183,41,7,1.18,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-12.5,"highwater",12.5,12.5,209,"FERTILIZER","063722",209,".",NA,0,".",".",11,"high H2O",209,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,0,-12.5,"highwater",12.5,12.5,214,"FERTILIZER","063722",214,".",NA,0,".",".",11,"high H2O",214,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_063722C",1,7,-35.2222222222222,"nutrient",42.2222222222222,76,406,"HI WATER","063722",406,"21",0.34,7,"15","9",21,"high nutrients",406,122,23,11.8,1,7,-69,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
