"GeneFamilyName","SALK_Line","tagnum","fruits.removed","alive.at.harvest","treat","SALK_line","line","sown","germ","percent","comment","Gene_Family","Gene","Source","Line_ID","Sub_Family","Gene_Name","Alternate_Gene_Name","Genomic_Locus.BAC.","Genomic_Locus_Tag","GI","Refseq_ID","Entrez_Gene_ID","Genbank_Nucleotide_Accession","Genbank_Protein_Accession","Protein_Function","Comments","Gene_Family_Criteria","Similar_Seq_or_Common_Domain","TAIR_Community_Accession_Person","TAIR_Community_Accession_Lab","TAIR_Publication_Reference","Pubmed_ID","Web_Page_URL","Web_Page_Title","gene.family.size","delfield","cntrl","Freq"
"Homeobox Transcription Factor Family","SALK_033323C",1143,0,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",212,0,0,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_030336C",1253,0,1,"treat","SALK_030336c","030336c",13,7,53.85,"","Homeobox Transcription Factor Family","AT1G75430","salk","SALK_030336","NULL","NULL","NULL","NULL","At1g75430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_121097C",292,0,1,"treat","SALK_121097c","121097c",11,9,81.82,"","Homeobox Transcription Factor Family","AT2G44910","salk","SALK_121097","NULL","Athb-4","NULL","NULL","At2g44910","NULL","NULL","NULL","NULL","NULL","NULL","homeobox-leucine zipper protein, Athb-4","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033323C",1138,3,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_030336C",1254,0,1,"treat","SALK_030336c","030336c",13,7,53.85,"","Homeobox Transcription Factor Family","AT1G75430","salk","SALK_030336","NULL","NULL","NULL","NULL","At1g75430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_030336C",1251,0,1,"treat","SALK_030336c","030336c",13,7,53.85,"","Homeobox Transcription Factor Family","AT1G75430","salk","SALK_030336","NULL","NULL","NULL","NULL","At1g75430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_019635C",1335,0,1,"treat","SALK_019635c","019635c",10,5,50,"","Homeobox Transcription Factor Family","AT1G34650","salk","SALK_019635","NULL","NULL","NULL","NULL","At1g34650","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_059835C",141,0,1,"treat","SALK_059835c","059835c",12,12,100,"","Homeobox Transcription Factor Family","AT4G17460","salk","SALK_059835","NULL","HAT1","NULL","NULL","At4g17460","NULL","NULL","NULL","NULL","NULL","NULL","homeobox-leucine zipper protein HAT1 (HD-Zip prote","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1204,0,0,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1205,0,1,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_019635C",1338,0,1,"treat","SALK_019635c","019635c",10,5,50,"","Homeobox Transcription Factor Family","AT1G34650","salk","SALK_019635","NULL","NULL","NULL","NULL","At1g34650","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033323C",1137,0,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_121097C",290,0,1,"treat","SALK_121097c","121097c",11,9,81.82,"","Homeobox Transcription Factor Family","AT2G44910","salk","SALK_121097","NULL","Athb-4","NULL","NULL","At2g44910","NULL","NULL","NULL","NULL","NULL","NULL","homeobox-leucine zipper protein, Athb-4","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_121097C",296,0,0,"treat","SALK_121097c","121097c",11,9,81.82,"","Homeobox Transcription Factor Family","AT2G44910","salk","SALK_121097","NULL","Athb-4","NULL","NULL","At2g44910","NULL","NULL","NULL","NULL","NULL","NULL","homeobox-leucine zipper protein, Athb-4","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_002098C",238,0,1,"treat","SALK_002098C","002098C",16,8,50,"","Homeobox Transcription Factor Family","AT1G62990","salk","SALK_002098","NULL","KNAT7","NULL","NULL","At1g62990","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain-containing protein HD1, putative","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",206,0,1,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033323C",1140,0,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_016682C",720,0,1,"treat","SALK_016682c","016682c",11,7,63.64,"","Homeobox Transcription Factor Family","AT5G03790","salk","SALK_016682","NULL","NULL","NULL","NULL","At5g03790","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_016682C",726,3,1,"treat","SALK_016682c","016682c",11,7,63.64,"","Homeobox Transcription Factor Family","AT5G03790","salk","SALK_016682","NULL","NULL","NULL","NULL","At5g03790","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_140350C",689,0,1,"treat","SALK_140350c","140350c",13,11,84.62,"","Homeobox Transcription Factor Family","AT1G52150","salk","SALK_140350","NULL","ATHB-15","CAN","NULL","At1g52150","NULL","NULL","NULL","NULL","NULL","NULL","HD-Zip transcription factor","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1203,3,1,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",202,0,1,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",201,0,0,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1202,0,1,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1201,0,1,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_144264C",1308,0,1,"treat","SALK_144264c","144264c",12,12,100,"","Homeobox Transcription Factor Family","AT3G19510","salk","SALK_144264","NULL","HAT3.1","NULL","NULL","At3g19510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033323C",1139,0,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033462C",1197,0,1,"treat","SALK_033462c","033462c",14,12,85.71,"","Homeobox Transcription Factor Family","AT2G32370","salk","SALK_033462","NULL","NULL","NULL","NULL","At2g32370","NULL","NULL","NULL","NULL","NULL","NULL","homeodomain protein","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",210,0,1,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_113353C",778,0,1,"treat","SALK_113353c","113353c",25,21,84,"","Homeobox Transcription Factor Family","AT4G32980","salk","SALK_113353","NULL","ATH1","NULL","NULL","At4g32980","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",203,0,1,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_113353C",792,0,1,"treat","SALK_113353c","113353c",25,21,84,"","Homeobox Transcription Factor Family","AT4G32980","salk","SALK_113353","NULL","ATH1","NULL","NULL","At4g32980","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_144264C",1301,0,0,"treat","SALK_144264c","144264c",12,12,100,"","Homeobox Transcription Factor Family","AT3G19510","salk","SALK_144264","NULL","HAT3.1","NULL","NULL","At3g19510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_033323C",1142,0,1,"treat","SALK_033323c","033323c",14,11,78.57,"","Homeobox Transcription Factor Family","AT2G01500","salk","SALK_033323","NULL","WOX6","PFS2","NULL","At2g01500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_113353C",791,0,1,"treat","SALK_113353c","113353c",25,21,84,"","Homeobox Transcription Factor Family","AT4G32980","salk","SALK_113353","NULL","ATH1","NULL","NULL","At4g32980","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_113353C",790,0,1,"treat","SALK_113353c","113353c",25,21,84,"","Homeobox Transcription Factor Family","AT4G32980","salk","SALK_113353","NULL","ATH1","NULL","NULL","At4g32980","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
"Homeobox Transcription Factor Family","SALK_004073C",207,0,1,"treat","SALK_004073C","004073C",12,11,91.67,"","Homeobox Transcription Factor Family","AT1G70510","salk","SALK_004073","NULL","KNAT2","ATK1","NULL","At1g70510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91
